X,Y,plz,einwohner,RS_gemname,RS_RegioStaRGem5,RS_nameStadtregion
7.76124071698045,50.3380187138262,"56132","4334",,,
7.81189892388062,50.3096684615502,"56377","5409",,,
7.75941927107943,47.9382134743439,"79292","2507",Pfaffenweiler,"54",Freiburg im Breisgau
7.7900480842027,50.4675874350724,"56422","5213","Wirges","54", 
7.7544398627313,50.2615786607028,"56355","6145",Kehlbach,"55", 
7.81435672720717,48.2177964569506,"79336","10000","Herbolzheim","54",Freiburg im Breisgau
7.75001635199737,49.2252980427713,"66999","1570",Merzalben,"55", 
7.76678546071126,49.4405585227563,"67655","21646","Kaiserslautern","52",Kaiserslautern
7.7691314546929,48.2498213317506,"77975","2216",Ringsheim,"54", 
7.77793711303742,49.6608963719409,"67808","4532",,,
7.77723538163051,48.0638358378567,"79232","8623",March,"54",Freiburg im Breisgau
7.79053486616168,48.4041347551483,"77974","3752",Meißenheim,"55",Straßburg
7.81305901011286,49.4514536602575,"67657","19155","Kaiserslautern","52",Kaiserslautern
7.75168109700148,50.1447587630607,"56346","1929",Reichenberg,"55", 
7.84952219309523,49.2090869823235,"76848","3307",Wilgartswiesen,"55", 
7.77383918556409,50.4843801184654,"56427","2747",Siershahn,"54", 
7.82397447789315,50.3861886151493,"56412","18774",Welschneudorf,"55",Koblenz
7.85086185115183,52.5527712208396,"49577","10578",Ankum,"55", 
7.81008618924702,48.4512491880732,"77743","9396",Neuried,"54",Straßburg
7.78432398132656,51.6651212681193,"59067","22118","Hamm","52",Ruhrgebiet
7.80673010886145,48.1239523447067,"79331","11292",Teningen,"53",Freiburg im Breisgau
7.82066009872832,47.8537334334818,"79244","5056",Münstertal/Schwarzwald,"55",Freiburg im Breisgau
7.75585093287245,50.141016279951,"56346","1929",Reichenberg,"55", 
7.78973530233775,49.7775626574974,"67824","1635",Feilbingert,"55", 
7.84240795955445,51.9186789212963,"48351","9427",Everswinkel,"54",Münster
7.77770554399512,49.7618001568033,"67826","794",Hallgarten,"55", 
7.77828302738703,47.6432389947629,"79689","4145",Maulburg,"54",Basel
7.77453070988893,50.2832932930014,"56379","7621",,,
7.86153691524721,48.2502340143152,"77955","12028","Ettenheim","54", 
7.80062352821858,50.822842237872,"57581","1863",Katzwinkel (Sieg),"54", 
7.79321447210547,51.4317098560632,"58706","20145","Menden (Sauerland)","53", 
7.7720921714218,50.6148613828724,"56244","12836",Hartenfels,"55", 
7.79431882115691,48.1605338136577,"79364","3018",Malterdingen,"53",Freiburg im Breisgau
7.78859558034556,47.9521616196873,"79285","2732",Ebringen,"54",Freiburg im Breisgau
7.81940186120159,47.913890015285,"79283","2254",Bollschweil,"54",Freiburg im Breisgau
7.86069605651257,51.2101480328616,"58840","26246","Plettenberg","53", 
7.86773636338504,50.3392941707434,"56379","7621",Horhausen,"55", 
7.79135260910378,49.7405247459426,"67822","3459",,,
7.81145544589821,50.7465506832998,"57580","2691",Gebhardshain,"54", 
7.81502548476291,49.9614072184525,"55425","4036",Waldalgesheim,"55", 
7.8441890604125,50.0754940489933,"65391","3994","Lorch","55", 
7.86088097979971,51.3351284011169,"58802","11855","Balve","54", 
7.77914250237758,50.3618572299464,"56379","7621",Welschneudorf,"55",Koblenz
7.79840733211564,48.2943032595895,"77972","4621","Mahlberg","54", 
7.85853438567679,49.7199983342549,"67822","3459",,,
7.8100460044539,51.6880719960071,"59065","22901","Hamm","52",Ruhrgebiet
7.83739205208543,49.6006267030714,"67808","4532",Schweisweiler,"55",Kaiserslautern
7.81061981600326,48.0198631342391,"79110","22057","Freiburg im Breisgau","52",Freiburg im Breisgau
7.86356294524878,50.9632769161525,"57482","19696",Wenden,"54",Siegen
7.80600772839293,49.8455294053613,"55593","2474",Rüdesheim,"55", 
7.83023524306456,50.6025578781286,"57629","10186",Linden,"55", 
7.82431560293783,50.6483505040922,"57627","7120","Hachenburg","55", 
7.87199913233794,47.6730670746283,"79650","18598","Schopfheim","54",Basel
7.83701885752688,51.7148830062825,"59073","18104","Hamm","52",Ruhrgebiet
7.87227450486167,48.3354762414087,"77933","42549","Lahr/Schwarzwald","53", 
7.82806400860094,49.8025343472988,"55583","4156","Bad Kreuznach","53", 
7.88430281652372,51.7841582636621,"59227","25076","Ahlen","53", 
7.83615187165525,48.0699109375669,"79279","2900",Vörstetten,"54",Freiburg im Breisgau
7.8283410207627,48.0402648140909,"79108","15509","Freiburg im Breisgau","52",Freiburg im Breisgau
7.84722202368729,48.2949579031878,"77971","5339",Kippenheim,"53", 
7.81058793685835,47.9310230507586,"79294","1214",Sölden,"54",Freiburg im Breisgau
7.84953051414565,48.5713696589573,"77694","33553","Kehl","53",Straßburg
7.90397391424315,52.8750851330992,"49696","7729",Molbergen,"55", 
7.90145081957379,52.7924650711447,"49688","6743",Lastrup,"55", 
7.82004095987698,49.7252120429051,"67821","1930",,,
7.86198231654736,52.3197402199366,"49492","11017",Westerkappeln,"55",Osnabrück
7.92249413131009,53.2616206287116,"26655","22087","Westerstede","54",Oldenburg
7.83515395437135,49.7740535840598,"55585","4340",Altenbamberg,"55", 
7.81989250962684,48.0872625304134,"79276","3005",Reute,"54",Freiburg im Breisgau
7.89775763061777,51.1209691719249,"57439","24508","Attendorn, Hansestadt","53", 
7.83351820677491,50.2798293905062,"56379","7621",,,
7.82757211982107,49.6654462867104,"67811","548",,,
7.80987750059675,47.9995970040505,"79114","21091","Freiburg im Breisgau","52",Freiburg im Breisgau
7.82600813395824,49.1538162477386,"66996","4721",Erfweiler,"55", 
7.84754016216369,49.488789682591,"67678","3785",Mehlingen,"55",Kaiserslautern
7.82979843654827,51.4112551846257,"58710","12388","Menden (Sauerland)","53", 
7.85153370513357,49.5651608286763,"67722","4760",Winnweiler,"55",Kaiserslautern
7.86297157247043,51.6246233870103,"59069","15928","Hamm","52",Ruhrgebiet
7.80517076042816,49.1286780512295,"76887","8110",Schindhard,"55", 
7.83914688917387,49.1848070439855,"76846","4028",Hauenstein,"55", 
7.82370569045973,47.9390181166767,"79299","1411",Wittnau,"54",Freiburg im Breisgau
7.88643601236019,51.0396305921453,"57462","24847","Olpe","54",Siegen
7.85730289577136,47.7177967536694,"79669","6011","Zell im Wiesental","54", 
7.83238568507913,51.6685213314326,"59063","15627","Hamm","52",Ruhrgebiet
7.82158808286295,47.9881245674158,"79115","15956","Freiburg im Breisgau","52",Freiburg im Breisgau
7.87669036293275,50.8213817807676,"57548","8745","Kirchen (Sieg)","54",Siegen
7.85290517535763,50.7346163182981,"57520","10769",Dickendorf,"54", 
7.82542824925021,47.9650819365451,"79249","4785",Merzhausen,"54",Freiburg im Breisgau
7.83387863608517,47.953899466187,"79280","1394",Au,"54",Freiburg im Breisgau
7.8216356566175,50.2048561147544,"56355","6145",Endlichhofen,"55", 
7.86463119674598,50.857898685782,"57572","5018",Niederfischbach,"54",Siegen
7.87908458914476,49.8554204854948,"55545","16948","Bad Kreuznach","53", 
7.93291991380259,53.6535502554775,"26434","9377",Wangerland,"55", 
7.83633348388129,50.4731115907646,"56424","4919",Bannberscheid,"54", 
7.86502060178343,48.1230506218728,"79312","26108","Emmendingen","53",Freiburg im Breisgau
7.88980165114179,49.3936897274209,"67693","1181",Waldleiningen,"55",Kaiserslautern
7.88050253430677,53.5571275603071,"26441","14083","Jever","54", 
7.83262501025546,47.6839580751844,"79688","2349",Hausen im Wiesental,"54",Basel
7.8656194698073,47.9491189806847,"79100","19365",Horben,"54",Freiburg im Breisgau
7.85150127732923,50.6777703612,"57645","959",Nister,"55", 
7.84854817405549,49.5471186674924,"67727","935",Lohnsfeld,"55",Kaiserslautern
7.83974313730488,50.2514192417579,"56355","6145",Hunzel,"55", 
7.83979542423787,48.0051491860557,"79106","21000","Freiburg im Breisgau","52",Freiburg im Breisgau
7.83930429478426,50.7939970014663,"57584","3277",Wallmenroth,"54", 
7.85732522134725,48.1710870412036,"79364","3018",Malterdingen,"53",Freiburg im Breisgau
7.89513453724082,48.3785632720896,"77948","12574",Friesenheim,"54", 
7.82578459794628,48.0038140592308,"79110","22057","Freiburg im Breisgau","52",Freiburg im Breisgau
7.91150833531216,49.3511657220714,"67471","2492",Elmstein,"55", 
7.85008165039452,49.2978586233626,"76848","3307",Wilgartswiesen,"55", 
7.87627055012865,49.2592501307568,"76855","7043","Annweiler am Trifels","55", 
7.83355800005738,50.6183281570765,"57642","1297",Alpenrod,"55", 
7.90889559749041,51.5561524406123,"59457","30323","Werl","53", 
7.89761515078157,50.8950433627315,"57258","18011","Freudenberg","55",Siegen
7.86839920295745,50.7749451933585,"57518","12210","Betzdorf","54", 
7.87567153519696,52.6178925247441,"49638","2967",Nortrup,"55", 
7.86290070954675,47.6070215071501,"79739","2426",Schwörstadt,"53",Basel
7.96401657706522,53.5455654670938,"26419","20446","Schortens","54", 
7.86931774343671,51.4961351809241,"58739","11604",Wickede (Ruhr),"54", 
7.96247352433378,52.726590580756,"49632","8314",Essen (Oldenburg),"55", 
7.86913618257153,50.1789061899271,"56355","6145","Nastätten","55", 
7.83466255303427,47.9969389353157,"79115","15956","Freiburg im Breisgau","52",Freiburg im Breisgau
7.88176602038206,49.9036953334214,"55450","3717",,,
7.88462847066069,47.7871860216821,"79677","4354","Schönau im Schwarzwald","55", 
7.85986228735713,49.5205913452937,"67681","1623",Sembach,"55",Kaiserslautern
7.89561640899481,48.5510438766138,"77731","9131",Willstätt,"55",Straßburg
7.87272878153109,48.4630125418688,"77746","7131",Schutterwald,"53",Straßburg
7.85709220046886,47.9351207629856,"79289","1006",Horben,"54",Freiburg im Breisgau
7.9129862170272,51.6770279649636,"59071","27483","Hamm","52",Ruhrgebiet
7.93538652435822,48.6567423893211,"77866","11192","Rheinau","55",Straßburg
7.87309601960271,49.8294085087478,"55543","26289","Bad Kreuznach","53", 
7.84852202455513,47.9948616266487,"79098","8288","Freiburg im Breisgau","52",Freiburg im Breisgau
7.87228594860265,49.9267707710107,"55452","7685",,,
7.932931981295,52.1322468624672,"49536","8677",Lienen,"55",Münster
7.89139130070429,50.0191361385515,"65385","9795","Rüdesheim am Rhein","54",Frankfurt/Rhein-Main
7.8743096622878,49.680261679984,"67813","841",,,
7.99334989464295,53.1176622916804,"26188","21213",Edewecht,"55",Oldenburg
7.90605737406503,50.4356641133839,"56412","18774",Nomborn,"55",Koblenz
7.9312479589122,50.4826707931417,"56414","13156",Berod bei Wallmerod,"55", 
7.99643450458432,52.4164580784461,"49565","30253","Bramsche","53",Osnabrück
7.87808159368983,48.0069278393605,"79104","17555","Freiburg im Breisgau","52",Freiburg im Breisgau
7.87985977741336,49.9437357440773,"55424","2821",Münster-Sarmsheim,"55", 
7.86762894011233,50.6372396806741,"57642","1297",Alpenrod,"55", 
7.90785248585695,49.4917447389365,"67677","6854",Enkenbach-Alsenborn,"55",Kaiserslautern
7.88431942406459,48.0704928273164,"79211","13241",Denzlingen,"54",Freiburg im Breisgau
7.9843393250464,49.0854991747943,"76889","15115",Dörrenbach,"55", 
7.90682196098038,53.7859591672498,"26486","1305","Wangerooge, Nordseebad","55", 
7.89540135955674,49.4249141669136,"67691","4539",Hochspeyer,"55",Kaiserslautern
7.86176713617622,47.9874142308216,"79102","16742","Freiburg im Breisgau","52",Freiburg im Breisgau
7.90143496908792,47.9673250644578,"79117","18272","Freiburg im Breisgau","52",Freiburg im Breisgau
7.89059303420311,48.0374375799391,"79194","12095",Gundelfingen,"54",Freiburg im Breisgau
7.90821066526287,48.4158142681243,"77749","7848",Hohberg,"53",Straßburg
7.93597113852116,50.3718827867423,"65558","10190",Hirschberg,"55", 
7.87835911785529,50.6952809100479,"57583","1683",Nauroth,"54", 
7.88918462100825,49.654439994063,"67808","4532",,,
7.85367078817841,49.9709382761776,"55411","23797",Weiler bei Bingen,"55", 
7.8540312187184,48.005092429744,"79106","21000","Freiburg im Breisgau","52",Freiburg im Breisgau
7.85418800719197,48.0064220691674,"79106","21000","Freiburg im Breisgau","52",Freiburg im Breisgau
7.85388621472172,48.0138104444102,"79106","21000","Freiburg im Breisgau","52",Freiburg im Breisgau
7.85411025675309,48.0077614460349,"79106","21000","Freiburg im Breisgau","52",Freiburg im Breisgau
7.94195264447704,50.3035846997311,"56370","5868",,,
7.8635562764565,47.9890555140943,"79117","18272","Freiburg im Breisgau","52",Freiburg im Breisgau
7.88915276672104,47.8436972044755,"79695","568",Wieden,"55", 
7.91007203800456,49.80569496948,"55546","8747",Frei-Laubersheim,"55", 
7.89196291133893,49.5887912513129,"67817","909",Imsbach,"55",Kaiserslautern
7.9583541447011,51.9474763579489,"48231","37062","Warendorf","53", 
7.91058253145117,49.4625316400825,"67693","1181",Fischbach,"55",Kaiserslautern
7.88473643170776,50.7281151134862,"57578","1874",Elkenroth,"54", 
7.87222245242573,50.2326106685444,"56355","6145",Bettendorf,"55", 
7.92024580930791,48.1752548618832,"79348","4209",Freiamt,"53",Freiburg im Breisgau
7.92404359979598,51.7381657772258,"59229","27262","Ahlen","53", 
7.94688189163003,53.4040139399094,"26340","11767",Zetel,"54", 
7.88145689805211,49.5417466394112,"67728","1204",Münchweiler an der Alsenz,"55",Kaiserslautern
7.90579950997684,50.6560827612218,"57648","2164",Unnau,"55", 
7.92245679561051,48.4633415468034,"77656","19196","Offenburg","53",Straßburg
7.94259969067431,50.565046428418,"56459","13526","Westerburg","55", 
7.88778842061208,49.8794393484903,"55559","2514",,,
7.93255659505215,51.4264729277351,"59757","14213","Arnsberg","53", 
7.93714510775759,49.9476501301003,"55411","23797","Bingen am Rhein","54",Frankfurt/Rhein-Main
7.94532003529579,49.2290229333542,"76857","9715",Rinnthal,"55", 
7.88451032666631,54.1821170375254,"27498","1407",Helgoland,"55", 
7.98187863202724,52.6373717515682,"49635","4492",Badbergen,"55", 
7.89511468614461,47.6637070630158,"79686","1119",Hasel,"54",Basel
7.91430687141509,50.6751047351136,"57629","10186",Kirburg,"55", 
7.91509868436995,47.6255263873772,"79664","12594","Wehr","54", 
7.95588401803364,50.2702715232069,"56368","4206",,,
8.02546358530909,51.8589578030805,"59320","19710","Ennigerloh","54", 
7.8951419687519,50.626783240842,"57647","1872",Nistertal,"55", 
7.97043199394902,51.5018049777568,"59469","12350",Ense,"54", 
7.91821527986546,48.1158360737049,"79350","3254",Sexau,"53",Freiburg im Breisgau
7.9288810006145,52.3003939952964,"49504","13645",Lotte,"54",Osnabrück
7.96075578721747,47.9055428672513,"79254","2882",Oberried,"55",Freiburg im Breisgau
7.96780236654827,50.1711253246658,"65321","7862",Heidenrod,"55",Frankfurt/Rhein-Main
7.9392934390354,50.0324919912668,"65366","11507","Geisenheim, Hochschulstadt","54",Frankfurt/Rhein-Main
7.94330549564708,52.5634403945265,"49593","7845","Bersenbrück","55", 
7.97277699717909,52.0778733417874,"49219","6705",Glandorf,"55",Osnabrück
7.91393154913089,49.0910416245272,"76887","8110",Böllenborn,"55", 
7.97198374065626,50.7070983226288,"57520","10769",Friedewald,"54",Siegen
7.96107422708595,47.8274213592118,"79674","4788","Todtnau","55", 
7.92826286109138,47.7385040709584,"79685","869",Häg-Ehrsberg,"54", 
7.92768698685159,49.6992823856593,"67819","1058",Kriegsfeld,"55", 
7.9069301211919,50.7772055556401,"57520","10769",Grünebach,"54", 
7.91511770850226,49.5228989818391,"67680","836",Neuhemsbach,"55",Kaiserslautern
7.9335327456345,49.6253202280748,"67814","1141",Dannenfels,"55", 
7.9531777114647,52.4955974207684,"49594","3786",Alfhausen,"55", 
7.9110787795307,47.8132758775029,"79694","636",Utzenfeld,"55", 
7.90455690525319,49.5448248568572,"67724","2033",Gonbach,"55",Kaiserslautern
7.93795145495676,49.5814004651496,"67725","1367",Börrstadt,"55",Kaiserslautern
7.94283163796078,48.3050931635556,"77960","4957",Seelbach,"55", 
7.969645539656,48.0894183890154,"79183","20800","Waldkirch","54",Freiburg im Breisgau
7.91674063426029,50.7481831821367,"57520","10769",Niederdreisbach,"54",Siegen
8.0283757873453,53.1822194806083,"26160","27506",Bad Zwischenahn,"53",Oldenburg
7.99025333928618,53.0253499337529,"26219","7488",Bösel,"55", 
7.92263507522518,49.9137787368782,"55459","2142",Grolsheim,"55",Frankfurt/Rhein-Main
7.94875568653169,50.7772396227157,"57562","6818","Herdorf","54",Siegen
8.0095874288241,51.1996555400226,"57413","17194",Finnentrop,"55", 
7.91196390247496,54.1853640805121,"27498","1407",Helgoland,"55", 
7.96328641524874,52.1958932901055,"49170","13754",Hagen am Teutoburger Wald,"54",Osnabrück
8.0057831485781,51.3105629553673,"59846","28591","Sundern (Sauerland)","53", 
7.92884123161017,50.7251502247038,"57586","2359",Weitefeld,"54",Siegen
7.96813197683537,52.6776961018632,"49610","12229","Quakenbrück","55", 
7.93766997329415,49.5475436168371,"67729","1146",Sippersfeld,"55",Kaiserslautern
7.96758350955072,48.2471121753165,"77978","3242",Schuttertal,"55", 
7.95941511788044,49.7818189273056,"55599","5353",Wonsheim,"55", 
7.95656651646022,47.5681040200932,"79713","16221","Bad Säckingen","55", 
7.92965743249123,50.6231397751429,"56472","6304",Dreisbach,"55", 
7.92962984295118,49.7392165098371,"67808","4532",Mörsfeld,"55", 
7.97945290000143,50.2377921369287,"56370","5868",,,
7.97719350547163,49.6649200840035,"67292","7827","Kirchheimbolanden","55", 
7.9934635823075,51.6165000004371,"59514","12347",Welver,"55",Ruhrgebiet
7.94229675561204,48.5029601977499,"77652","17351","Offenburg","53",Straßburg
7.98683836434049,50.0469829755336,"65375","11475","Oestrich-Winkel","54",Frankfurt/Rhein-Main
7.94580875373633,49.8961354267071,"55457","4427",Gensingen,"55",Frankfurt/Rhein-Main
7.95065440870237,47.9628224771028,"79199","9705",Kirchzarten,"55",Freiburg im Breisgau
7.94608818303274,50.8259810695864,"57555","8290",Mudersbach,"54",Siegen
7.96224903382675,48.0418674223769,"79286","3049",Glottertal,"55",Freiburg im Breisgau
7.9735720404274,50.7419465416853,"57567","4315","Daaden","54",Siegen
7.97053246354451,49.2103645554976,"76855","7043","Annweiler am Trifels","55", 
7.95287400711284,49.4406134056527,"67468","2643",Frankenstein,"55",Kaiserslautern
7.98589611196132,50.9814347769042,"57223","30797","Kreuztal","53",Siegen
7.95145914159893,50.6501679133153,"56470","5880","Bad Marienberg (Westerwald)","55", 
7.95995635517859,52.2383840438868,"49205","11004",Hasbergen,"54",Osnabrück
7.99584748809401,50.9254813871192,"57078","18787","Siegen, Universitätsstadt","52",Siegen
7.96668093906807,50.5668193801941,"56457","6494","Westerburg","55", 
7.973410438435,49.8172980436732,"55597","5125",Wöllstein,"55", 
7.99106797009077,49.6394614256814,"67295","2440",Bolanden,"55", 
7.99278942840365,50.8424212678863,"57080","19773","Siegen, Universitätsstadt","52",Siegen
7.9697171566723,48.0015430964752,"79252","4461",Stegen,"55",Freiburg im Breisgau
8.00002883544373,53.4919228066196,"26452","9232",Sande,"55", 
7.9756124402299,49.6088734377682,"67808","4532",Weitersweiler,"55", 
8.01223993805969,53.3786533989866,"26345","8525",Bockhorn,"55", 
7.97752262965896,52.2887314364921,"49076","13222","Osnabrück","52",Osnabrück
7.9721342377257,47.616041948388,"79736","3821",Rickenbach,"55", 
7.98116780796072,50.619940852324,"56462","3136",Höhn,"55", 
7.96249091359493,50.3708987166271,"65624","2239",Altendiez,"55", 
8.11261654926001,51.0567703496445,"57399","12092",Kirchhundem,"55", 
8.04170116858446,52.9488739313572,"49681","14097",Garrel,"54", 
7.9988405245871,49.7405101609621,"55234","18661",Nack,"55", 
7.96487730227105,49.303753951043,"76835","5079","Edenkoben","54", 
7.99011431087457,50.6653810109873,"56472","6304",Nisterau,"55", 
7.97889017803781,49.1085511748263,"76887","8110","Bad Bergzabern","55", 
8.02400961223984,52.3446032161465,"49134","23205",Wallenhorst,"54",Osnabrück
7.99211513311789,47.6733659355772,"79737","2684",Herrischried,"55", 
7.98830215524316,50.8826436684952,"57072","25016","Siegen, Universitätsstadt","52",Siegen
7.981697688928,49.8616204983144,"55576","6168",Sprendlingen,"55",Frankfurt/Rhein-Main
7.97959247438933,48.5531558300045,"77767","9742",Appenweier,"54",Straßburg
8.08884356935884,51.6747567857584,"59510","12020",Lippetal,"55", 
7.98290103875256,48.4756527562323,"77654","20717","Offenburg","53",Straßburg
7.98192171390979,51.4567953264506,"59755","17893","Arnsberg","53", 
8.04627551919612,49.685753389074,"67294","5684",Bischheim,"55", 
8.02168412687024,49.5050957814906,"67319","1636",Wattenheim,"55",Mannheim
7.9763215783199,48.4026735428901,"77791","2371",Berghaupten,"54", 
7.98963069562765,49.5208413285811,"67305","1832",Ramsen,"54",Mannheim
7.98587201135603,49.4079839203683,"67475","1806",Weidenthal,"55", 
7.97204367050405,48.4494314353579,"77799","3294",Ortenberg,"53",Straßburg
8.08656199195359,49.4549561525738,"67098","18321","Bad Dürkheim","54",Mannheim
7.97662977132565,49.9431043485891,"55437","5575",Ockenheim,"55",Frankfurt/Rhein-Main
8.04687942976093,51.7606171333865,"59269","36190","Beckum","53", 
8.00866518253484,51.4324561360726,"59759","14156","Arnsberg","53", 
7.98729448746536,48.1442536244698,"79261","4284",Gutach im Breisgau,"54",Freiburg im Breisgau
8.04890958678171,50.0978068969555,"65388","6053",Schlangenbad,"55",Frankfurt/Rhein-Main
8.04583867814026,50.1344782407758,"65307","10396","Bad Schwalbach, Kreisstadt","54",Frankfurt/Rhein-Main
7.99164171439942,52.2601467103687,"49078","15802","Osnabrück","52",Osnabrück
8.03801378886919,49.5568522607617,"67304","11334","Eisenberg (Pfalz)","54",Mannheim
7.99770442060955,47.7377911987794,"79682","1902",Todtmoos,"55", 
8.07891940407271,51.1278698103456,"57368","26546","Lennestadt","53", 
8.00308764254716,48.715103490189,"77839","4972","Lichtenau","55", 
8.01376606806926,50.3748318171316,"65582","11770","Diez","55", 
7.98719264522242,49.90753910589,"55459","2142",Aspisheim,"55",Frankfurt/Rhein-Main
7.98387904247767,49.3052579230978,"67480","6602","Edenkoben","54", 
8.0238097585142,48.5869607475686,"77871","7278","Renchen","54",Straßburg
8.01120149867763,50.4185937771501,"65604","8059",Elz,"54", 
8.01621012019036,50.78663595765,"57290","13951",Neunkirchen,"54",Siegen
8.03659088736879,52.8562969460365,"49661","32984","Cloppenburg","53", 
8.0373278569748,48.6340098184186,"77855","24535","Achern","53",Straßburg
8.02056493135215,52.3110419522651,"49090","19233","Osnabrück","52",Osnabrück
8.002210744187,48.442144378439,"77797","3190",Ohlsbach,"54", 
8.02872070347885,48.4848041731712,"77770","3767",Durbach,"53",Straßburg
8.03152839233858,49.5877067122668,"67307","3751",Göllheim,"55", 
8.0475987418124,48.7596276356097,"77836","6673",Rheinmünster,"55", 
7.99891945100421,49.3691258384723,"67472","1301",Esthal,"55", 
7.99981611334088,49.5981413799901,"67816","1197",Dreisen,"55", 
8.03270173123493,48.4059580663506,"77723","10574","Gengenbach","54", 
8.02097475294979,52.4874414390825,"49597","3283",Rieste,"55", 
8.09617895109657,49.1949621967036,"76829","44445","Landau in der Pfalz","53", 
7.98659704969135,49.325420745247,"67482","3348",Venningen,"54", 
8.01289628075464,52.5779585962335,"49596","2529",Gehrde,"55", 
8.04605807628254,52.0112347678454,"48336","14011","Sassenberg","54", 
8.05875769191325,49.9707820121153,"55218","23958","Ingelheim am Rhein","54",Frankfurt/Rhein-Main
8.01086746221566,48.3322283521517,"77781","3500",Biberach,"55", 
8.02253660485261,50.5117566444465,"65599","8525",Dornburg,"55", 
8.00210296677101,49.3300792344709,"67489","2051",Kirrweiler (Pfalz),"54", 
7.98962036655269,49.3151179632143,"67377","1467",Gommersheim,"54", 
8.08325772388892,48.1856186289858,"79215","8849","Elzach","54",Freiburg im Breisgau
8.02724109993655,47.9681871860202,"79256","3121",Buchenbach,"55",Freiburg im Breisgau
8.01165906929765,49.9499272442288,"55435","6624","Gau-Algesheim","55",Frankfurt/Rhein-Main
8.08596882487474,51.5656366890168,"59494","46728","Soest","53", 
8.02530992206807,50.3957109276302,"65556","2370","Limburg a.d. Lahn, Kreisstadt","53", 
8.06750375256067,47.8648717129577,"79868","1745",Feldberg (Schwarzwald),"55", 
8.05454444502075,49.3692579088131,"67466","4156","Lambrecht (Pfalz)","55", 
8.00564873354416,50.2714927956952,"56370","5868",,,
8.00001911430129,50.3560243496965,"65626","1522",Birlenbach,"55", 
8.03522766362684,49.3889465308094,"67468","2643",Neidenfels,"55", 
8.028483330872,48.2856901142556,"77790","3993",Steinach,"55", 
8.0397560069824,48.1428982074982,"79297","2848",Winden im Elztal,"54",Freiburg im Breisgau
8.01121041051221,53.7638987420862,"26486","1305",,,
8.00846640571036,50.3946001881414,"65558","10190",Gückingen,"55", 
8.07510574494144,52.2047408464871,"49124","31995","Georgsmarienhütte","53",Osnabrück
8.07103924666856,49.1459737426848,"76831","9067",Heuchelheim-Klingen,"54", 
8.05331547862154,51.3831730369357,"59821","18513","Arnsberg","53", 
8.02822974362557,49.9125531176958,"55437","5575",Nieder-Hilbersheim,"55",Frankfurt/Rhein-Main
8.01850702395353,49.835226628873,"55599","5353",Gau-Bickelheim,"55", 
8.07239894585333,53.5929332211456,"26388","16223","Wilhelmshaven","53", 
8.02325675255288,47.5832750433974,"79730","6765",Murg,"55", 
8.05900759426873,50.4604568976414,"65589","12051","Hadamar","55", 
8.08778464302395,52.7896710229213,"49692","6881",Cappeln (Oldenburg),"55", 
8.03243874893661,49.4902037583811,"67316","3466",Carlsberg,"55",Mannheim
8.04782183558786,48.032091213851,"79271","2625",St. Peter,"55",Freiburg im Breisgau
8.04658570027905,49.7872787372959,"55237","4092",Flonheim,"55", 
8.07531425681087,49.3070144630454,"67487","6029",Sankt Martin,"54", 
8.06697433000797,48.5215610260835,"77704","19853","Oberkirch","54",Straßburg
8.05437841519683,52.1480410934648,"49186","10644","Bad Iburg","54",Osnabrück
8.03706237133182,47.7963046352943,"79872","1893",Bernau im Schwarzwald,"55", 
8.03482069436494,50.3455665248507,"65558","10190",,,
8.09107747596815,49.3365393758157,"67434","14036","Neustadt an der Weinstraße","53", 
8.02405555513833,49.20420699531,"76831","9067",Birkweiler,"54", 
8.03143989166065,50.900488923184,"57076","14919","Siegen, Universitätsstadt","52",Siegen
8.04165068235086,50.0400893966863,"65347","1965","Eltville am Rhein","54",Frankfurt/Rhein-Main
8.01298498182218,49.2893580079528,"67483","3153",Edesheim,"54", 
8.045895157577,49.8560445546472,"55578","4574",Gau-Weinheim,"55",Frankfurt/Rhein-Main
8.07834776866972,50.615573630303,"56479","11978","Rennerod","55", 
8.04971812612719,52.2447674409542,"49082","20356","Osnabrück","52",Osnabrück
8.0543517229187,47.6590382343496,"79733","4284",Görwihl,"55", 
8.04806295409442,50.3346706233488,"65629","1463",,,
8.06612784083056,50.8750102571459,"57074","20751","Siegen, Universitätsstadt","52",Siegen
8.03279642026723,52.2589165097238,"49080","19799","Osnabrück","52",Osnabrück
8.09442182927313,50.7404017983317,"57299","14497",Burbach,"55",Siegen
8.12749456647818,50.9867743225642,"57271","15363","Hilchenbach","54",Siegen
8.12342930362646,51.4849293964443,"59519","11114",Möhnesee,"55", 
8.04307696283718,49.6220072283576,"67297","1655",Marnheim,"55", 
8.08025887335681,49.2327657178913,"76833","3763",Böchingen,"54", 
8.05743340149405,50.2974732321648,"65623","4020",,,
8.04983121211418,50.318323817503,"65558","10190",,,
8.1007099368684,52.4973896764302,"49434","7890",Neuenkirchen-Vörden,"55",Osnabrück
8.06987796890265,49.2611014651403,"76835","5079",Weyher in der Pfalz,"54", 
8.02649378106666,49.2749289177956,"76829","44445",Ramberg,"55", 
8.08867228735813,48.0875195476442,"79263","2999",Simonswald,"54",Freiburg im Breisgau
8.08697006474531,47.9397590870123,"79874","1647",Breitnau,"55",Freiburg im Breisgau
8.10037685409979,50.1961023418892,"65329","6036",Hohenstein,"55",Frankfurt/Rhein-Main
